Submission No,Title,Speaker,Moderator,Date Start,Time Start,Date End,Time End,Location,TimeZoneBlock,Categories,UID,EVENTID
1525,Granger Causality for intracranial EEG: hypothesis testing during visual discrimination task,Anna Pidnebesna,,20210625,160000,20210625,170000,poster1525,AmericasEurope,Poster,,poster1525AmericasEurope
1525,Granger Causality for intracranial EEG: hypothesis testing during visual discrimination task,Anna Pidnebesna,,20210622,0,20210622,10000,poster1525,AmericasAsia,Poster,,poster1525AmericasAsia
1525,Granger Causality for intracranial EEG: hypothesis testing during visual discrimination task,Anna Pidnebesna,,20210624,80000,20210624,100000,poster1525,EuropeAsia,Poster,,poster1525EuropeAsia
1391,Gray and White Matter Brain Age has Distinct Associations with Lifestyle and Fluid Intelligence,Hui-Ming Tseng,,20210621,160000,20210621,170000,poster1391,AmericasEurope,Poster,,poster1391AmericasEurope
1391,Gray and White Matter Brain Age has Distinct Associations with Lifestyle and Fluid Intelligence,Hui-Ming Tseng,,20210623,0,20210623,10000,poster1391,AmericasAsia,Poster,,poster1391AmericasAsia
1391,Gray and White Matter Brain Age has Distinct Associations with Lifestyle and Fluid Intelligence,Hui-Ming Tseng,,20210624,80000,20210624,100000,poster1391,EuropeAsia,Poster,,poster1391EuropeAsia
2395,High-field brain imaging of amygdala subregions in adolescents with major depressive disorder,Zeynep BaÅŸgÃ¶ze,,20210625,160000,20210625,170000,poster2395,AmericasEurope,Poster,,poster2395AmericasEurope
2395,High-field brain imaging of amygdala subregions in adolescents with major depressive disorder,Zeynep BaÅŸgÃ¶ze,,20210622,0,20210622,10000,poster2395,AmericasAsia,Poster,,poster2395AmericasAsia
2395,High-field brain imaging of amygdala subregions in adolescents with major depressive disorder,Zeynep BaÅŸgÃ¶ze,,20210624,80000,20210624,100000,poster2395,EuropeAsia,Poster,,poster2395EuropeAsia
1145,Hippocampal Metabolic Subregions in Healthy Older and Their Profiles in Neurodegeneration,Somayeh Maleki Balajoo,,20210624,160000,20210624,170000,poster1145,AmericasEurope,Poster,,poster1145AmericasEurope
1145,Hippocampal Metabolic Subregions in Healthy Older and Their Profiles in Neurodegeneration,Somayeh Maleki Balajoo,,20210626,0,20210626,10000,poster1145,AmericasAsia,Poster,,poster1145AmericasAsia
1145,Hippocampal Metabolic Subregions in Healthy Older and Their Profiles in Neurodegeneration,Somayeh Maleki Balajoo,,20210622,80000,20210622,100000,poster1145,EuropeAsia,Poster,,poster1145EuropeAsia
2520,Hippocampus Diffusivity Abnormalities in Classic Trigeminal Neuralgia,Shaun Hanycz,,20210625,160000,20210625,170000,poster2520,AmericasEurope,Poster,,poster2520AmericasEurope
2520,Hippocampus Diffusivity Abnormalities in Classic Trigeminal Neuralgia,Shaun Hanycz,,20210624,0,20210624,10000,poster2520,AmericasAsia,Poster,,poster2520AmericasAsia
2520,Hippocampus Diffusivity Abnormalities in Classic Trigeminal Neuralgia,Shaun Hanycz,,20210622,80000,20210622,100000,poster2520,EuropeAsia,Poster,,poster2520EuropeAsia
1416,Human Thalamic Activity During Intra-Dimensional and Extra-Dimensional Set Shifting,Juniper Hollis,,20210622,160000,20210622,170000,poster1416,AmericasEurope,Poster,,poster1416AmericasEurope
1416,Human Thalamic Activity During Intra-Dimensional and Extra-Dimensional Set Shifting,Juniper Hollis,,20210626,0,20210626,10000,poster1416,AmericasAsia,Poster,,poster1416AmericasAsia
1416,Human Thalamic Activity During Intra-Dimensional and Extra-Dimensional Set Shifting,Juniper Hollis,,20210624,80000,20210624,100000,poster1416,EuropeAsia,Poster,,poster1416EuropeAsia
2187,Imaging the Human Pain Matrix in Experimental Periodontal Pain,Angelika Maurer,,20210625,160000,20210625,170000,poster2187,AmericasEurope,Poster,,poster2187AmericasEurope
2187,Imaging the Human Pain Matrix in Experimental Periodontal Pain,Angelika Maurer,,20210624,0,20210624,10000,poster2187,AmericasAsia,Poster,,poster2187AmericasAsia
2187,Imaging the Human Pain Matrix in Experimental Periodontal Pain,Angelika Maurer,,20210622,80000,20210622,100000,poster2187,EuropeAsia,Poster,,poster2187EuropeAsia
2563,Implementation of a 3D convolutional network to predict impairment of multiple sclerosis subjects,Emily Olafson,,20210625,160000,20210625,170000,poster2563,AmericasEurope,Poster,,poster2563AmericasEurope
2563,Implementation of a 3D convolutional network to predict impairment of multiple sclerosis subjects,Emily Olafson,,20210622,0,20210622,10000,poster2563,AmericasAsia,Poster,,poster2563AmericasAsia
2563,Implementation of a 3D convolutional network to predict impairment of multiple sclerosis subjects,Emily Olafson,,20210624,80000,20210624,100000,poster2563,EuropeAsia,Poster,,poster2563EuropeAsia
1265,Incidental MRI findings and the cognitive performance in the elderly: the Shanghai Changfeng study,Liangqi Wang,,20210624,160000,20210624,170000,poster1265,AmericasEurope,Poster,,poster1265AmericasEurope
1265,Incidental MRI findings and the cognitive performance in the elderly: the Shanghai Changfeng study,Liangqi Wang,,20210624,0,20210624,10000,poster1265,AmericasAsia,Poster,,poster1265AmericasAsia
1265,Incidental MRI findings and the cognitive performance in the elderly: the Shanghai Changfeng study,Liangqi Wang,,20210622,80000,20210622,100000,poster1265,EuropeAsia,Poster,,poster1265EuropeAsia
1643,Individual modeling of neurophysiological brain connectivity,Shanna Kulik,,20210625,160000,20210625,170000,poster1643,AmericasEurope,Poster,,poster1643AmericasEurope
1643,Individual modeling of neurophysiological brain connectivity,Shanna Kulik,,20210622,0,20210622,10000,poster1643,AmericasAsia,Poster,,poster1643AmericasAsia
1643,Individual modeling of neurophysiological brain connectivity,Shanna Kulik,,20210624,80000,20210624,100000,poster1643,EuropeAsia,Poster,,poster1643EuropeAsia
2359,Inspectro Gadget: A Tool For Extracting Gene Subunit Distribution in MRS Regions,Elizabeth McManus,,20210624,160000,20210624,170000,poster2359,AmericasEurope,Poster,,poster2359AmericasEurope
2359,Inspectro Gadget: A Tool For Extracting Gene Subunit Distribution in MRS Regions,Elizabeth McManus,,20210624,0,20210624,10000,poster2359,AmericasAsia,Poster,,poster2359AmericasAsia
2359,Inspectro Gadget: A Tool For Extracting Gene Subunit Distribution in MRS Regions,Elizabeth McManus,,20210622,80000,20210622,100000,poster2359,EuropeAsia,Poster,,poster2359EuropeAsia
2530,Introducing micapipe: an integrated BID compatible processing pipeline for multiscale imaging and co,Raúl Rodríguez-Cruces,,20210621,160000,20210621,170000,poster2530,AmericasEurope,Poster,,poster2530AmericasEurope
2530,Introducing micapipe: an integrated BID compatible processing pipeline for multiscale imaging and co,Raúl Rodríguez-Cruces,,20210623,0,20210623,10000,poster2530,AmericasAsia,Poster,,poster2530AmericasAsia
2530,Introducing micapipe: an integrated BID compatible processing pipeline for multiscale imaging and co,Raúl Rodríguez-Cruces,,20210624,80000,20210624,100000,poster2530,EuropeAsia,Poster,,poster2530EuropeAsia
2329,Is Parental History of Depression Related to Child Brain Structure?: Results From the ABCD Study,Matthew Albaugh,,20210623,160000,20210623,170000,poster2329,AmericasEurope,Poster,,poster2329AmericasEurope
2329,Is Parental History of Depression Related to Child Brain Structure?: Results From the ABCD Study,Matthew Albaugh,,20210626,0,20210626,10000,poster2329,AmericasAsia,Poster,,poster2329AmericasAsia
2329,Is Parental History of Depression Related to Child Brain Structure?: Results From the ABCD Study,Matthew Albaugh,,20210622,80000,20210622,100000,poster2329,EuropeAsia,Poster,,poster2329EuropeAsia
2565,Laminar Representations of Vibrotactile Stimuli with Varying Frequency in S1: a 7T fMRI Study,Ji-Hyun Kim,,20210625,160000,20210625,170000,poster2565,AmericasEurope,Poster,,poster2565AmericasEurope
2565,Laminar Representations of Vibrotactile Stimuli with Varying Frequency in S1: a 7T fMRI Study,Ji-Hyun Kim,,20210624,0,20210624,10000,poster2565,AmericasAsia,Poster,,poster2565AmericasAsia
2565,Laminar Representations of Vibrotactile Stimuli with Varying Frequency in S1: a 7T fMRI Study,Ji-Hyun Kim,,20210622,80000,20210622,100000,poster2565,EuropeAsia,Poster,,poster2565EuropeAsia
1536,Load-Dependent Differences in Phase Locking during the Working Memory Delay Period,Chelsea Reichert Plaska,,20210621,160000,20210621,170000,poster1536,AmericasEurope,Poster,,poster1536AmericasEurope
1536,Load-Dependent Differences in Phase Locking during the Working Memory Delay Period,Chelsea Reichert Plaska,,20210623,0,20210623,10000,poster1536,AmericasAsia,Poster,,poster1536AmericasAsia
1536,Load-Dependent Differences in Phase Locking during the Working Memory Delay Period,Chelsea Reichert Plaska,,20210624,80000,20210624,100000,poster1536,EuropeAsia,Poster,,poster1536EuropeAsia
2566,Machine Learning Based Brain Age Prediction Model Employing QEEG Features,Hyerin Jeong,,20210624,160000,20210624,170000,poster2566,AmericasEurope,Poster,,poster2566AmericasEurope
2566,Machine Learning Based Brain Age Prediction Model Employing QEEG Features,Hyerin Jeong,,20210624,0,20210624,10000,poster2566,AmericasAsia,Poster,,poster2566AmericasAsia
2566,Machine Learning Based Brain Age Prediction Model Employing QEEG Features,Hyerin Jeong,,20210622,80000,20210622,100000,poster2566,EuropeAsia,Poster,,poster2566EuropeAsia
2573,Machine learning model to predict prognosis of coma patients in one month with QEEG,SeonMyeong Kim,,20210622,160000,20210622,170000,poster2573,AmericasEurope,Poster,,poster2573AmericasEurope
2573,Machine learning model to predict prognosis of coma patients in one month with QEEG,SeonMyeong Kim,,20210622,0,20210622,10000,poster2573,AmericasAsia,Poster,,poster2573AmericasAsia
2573,Machine learning model to predict prognosis of coma patients in one month with QEEG,SeonMyeong Kim,,20210624,80000,20210624,100000,poster2573,EuropeAsia,Poster,,poster2573EuropeAsia
1248,Mapping structure to function and behavior with individual-level connectome embedding,Gidon Levakov,,20210625,160000,20210625,170000,poster1248,AmericasEurope,Poster,,poster1248AmericasEurope
1248,Mapping structure to function and behavior with individual-level connectome embedding,Gidon Levakov,,20210622,0,20210622,10000,poster1248,AmericasAsia,Poster,,poster1248AmericasAsia
1248,Mapping structure to function and behavior with individual-level connectome embedding,Gidon Levakov,,20210624,80000,20210624,100000,poster1248,EuropeAsia,Poster,,poster1248EuropeAsia
1698,Melatonin Dose Correlates with More Lo Deep Sleep in a Military PTSD Population,Julie Onton,,20210622,160000,20210622,170000,poster1698,AmericasEurope,Poster,,poster1698AmericasEurope
1698,Melatonin Dose Correlates with More Lo Deep Sleep in a Military PTSD Population,Julie Onton,,20210622,0,20210622,10000,poster1698,AmericasAsia,Poster,,poster1698AmericasAsia
1698,Melatonin Dose Correlates with More Lo Deep Sleep in a Military PTSD Population,Julie Onton,,20210624,80000,20210624,100000,poster1698,EuropeAsia,Poster,,poster1698EuropeAsia
1917,Modulation of alpha-band oscillations indexes automatic attentional capture by emotional distractors,Lydia Arana,,20210625,160000,20210625,170000,poster1917,AmericasEurope,Poster,,poster1917AmericasEurope
1917,Modulation of alpha-band oscillations indexes automatic attentional capture by emotional distractors,Lydia Arana,,20210624,0,20210624,10000,poster1917,AmericasAsia,Poster,,poster1917AmericasAsia
1917,Modulation of alpha-band oscillations indexes automatic attentional capture by emotional distractors,Lydia Arana,,20210622,80000,20210622,100000,poster1917,EuropeAsia,Poster,,poster1917EuropeAsia
1848,Multimodal brain data improve prediction of processing speed in older adults,Mengxia Gao,,20210625,160000,20210625,170000,poster1848,AmericasEurope,Poster,,poster1848AmericasEurope
1848,Multimodal brain data improve prediction of processing speed in older adults,Mengxia Gao,,20210623,0,20210623,10000,poster1848,AmericasAsia,Poster,,poster1848AmericasAsia
1848,Multimodal brain data improve prediction of processing speed in older adults,Mengxia Gao,,20210624,80000,20210624,100000,poster1848,EuropeAsia,Poster,,poster1848EuropeAsia
2653,Neural encoding of temporal and spectral statistical regularities of reverberant environments.,Haydee Garcia-Lazaro,,20210625,160000,20210625,170000,poster2653,AmericasEurope,Poster,,poster2653AmericasEurope
2653,Neural encoding of temporal and spectral statistical regularities of reverberant environments.,Haydee Garcia-Lazaro,,20210624,0,20210624,10000,poster2653,AmericasAsia,Poster,,poster2653AmericasAsia
2653,Neural encoding of temporal and spectral statistical regularities of reverberant environments.,Haydee Garcia-Lazaro,,20210622,80000,20210622,100000,poster2653,EuropeAsia,Poster,,poster2653EuropeAsia
1520,Neural mechanisms of emotion regulation obesity: A study with fMRI and dynamic causal modeling,Pablo Maturana,,20210623,160000,20210623,170000,poster1520,AmericasEurope,Poster,,poster1520AmericasEurope
1520,Neural mechanisms of emotion regulation obesity: A study with fMRI and dynamic causal modeling,Pablo Maturana,,20210625,0,20210625,10000,poster1520,AmericasAsia,Poster,,poster1520AmericasAsia
1520,Neural mechanisms of emotion regulation obesity: A study with fMRI and dynamic causal modeling,Pablo Maturana,,20210622,80000,20210622,100000,poster1520,EuropeAsia,Poster,,poster1520EuropeAsia
2241,"Neural Mechanisms of Visual Word Recognition on Chinese, Pinyin and English",Shujie Geng,,20210624,160000,20210624,170000,poster2241,AmericasEurope,Poster,,poster2241AmericasEurope
2241,"Neural Mechanisms of Visual Word Recognition on Chinese, Pinyin and English",Shujie Geng,,20210622,0,20210622,10000,poster2241,AmericasAsia,Poster,,poster2241AmericasAsia
2241,"Neural Mechanisms of Visual Word Recognition on Chinese, Pinyin and English",Shujie Geng,,20210622,80000,20210622,100000,poster2241,EuropeAsia,Poster,,poster2241EuropeAsia
2291,Neuromarkers of attention and working memory distinguish these processes in children,Omid Kardan,,20210625,160000,20210625,170000,poster2291,AmericasEurope,Poster,,poster2291AmericasEurope
2291,Neuromarkers of attention and working memory distinguish these processes in children,Omid Kardan,,20210624,0,20210624,10000,poster2291,AmericasAsia,Poster,,poster2291AmericasAsia
2291,Neuromarkers of attention and working memory distinguish these processes in children,Omid Kardan,,20210622,80000,20210622,100000,poster2291,EuropeAsia,Poster,,poster2291EuropeAsia
1114,Optimization of isometric hand-grip tasks for use in fMRI studies of motor control,Neha Reddy,,20210625,160000,20210625,170000,poster1114,AmericasEurope,Poster,,poster1114AmericasEurope
1114,Optimization of isometric hand-grip tasks for use in fMRI studies of motor control,Neha Reddy,,20210624,0,20210624,10000,poster1114,AmericasAsia,Poster,,poster1114AmericasAsia
1114,Optimization of isometric hand-grip tasks for use in fMRI studies of motor control,Neha Reddy,,20210622,80000,20210622,100000,poster1114,EuropeAsia,Poster,,poster1114EuropeAsia
1833,Partial volume effect correction of PET images using 3d-residual-U-net,Changseok Lee,,20210624,160000,20210624,170000,poster1833,AmericasEurope,Poster,,poster1833AmericasEurope
1833,Partial volume effect correction of PET images using 3d-residual-U-net,Changseok Lee,,20210626,0,20210626,10000,poster1833,AmericasAsia,Poster,,poster1833AmericasAsia
1833,Partial volume effect correction of PET images using 3d-residual-U-net,Changseok Lee,,20210622,80000,20210622,100000,poster1833,EuropeAsia,Poster,,poster1833EuropeAsia
2529,Probabilistic Logic for Coordinate-Based Meta-Analysis of Functional Segregation in the Brain,Majd Abdallah,,20210623,160000,20210623,170000,poster2529,AmericasEurope,Poster,,poster2529AmericasEurope
